ORDERNUMBER;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;SALES;ORDERDATE;STATUS;QTR_ID;MONTH_ID;YEAR_ID;PRODUCTLINE;MSRP;PRODUCTCODE;CUSTOMERNAME;PHONE;ADDRESSLINE1;ADDRESSLINE2;CITY;STATE;POSTALCODE;COUNTRY;TERRITORY;CONTACTLASTNAME;CONTACTFIRSTNAME;DEALSIZE;REVENUE;MONTH
10243;47,0;100,0;2,0;6154,18;2004-04-26;Shipped;2,0;4,0;2004,0;Vintage Cars;127,0;S18_2325;Diecast Collectables;6175552555;6251 Ingle Ln.;;Boston;MA;51003;USA;;Franco;Valarie;Medium;4700,0;4
10280;37,0;100,0;13,0;4750,8;2004-08-17;Shipped;3,0;8,0;2004,0;Vintage Cars;127,0;S18_2325;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Medium;3700,0;8
10288;31,0;100,0;2,0;3822,92;2004-09-01;Shipped;3,0;9,0;2004,0;Vintage Cars;127,0;S18_2325;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Medium;3100,0;9
10312;31,0;100,0;14,0;4729,36;2004-10-21;Shipped;4,0;10,0;2004,0;Vintage Cars;127,0;S18_2325;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3100,0;10
10322;50,0;100,0;6,0;12536,5;2004-11-04;Shipped;4,0;11,0;2004,0;Vintage Cars;127,0;S18_2325;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;;Young;Valarie;Large;5000,0;11
10356;29,0;100,0;3,0;3630,22;2004-12-09;Shipped;4,0;12,0;2004,0;Vintage Cars;127,0;S18_2325;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;France;EMEA;Da Cunha;Daniel;Medium;2900,0;12
10367;27,0;100,0;5,0;4196,07;2005-01-12;Resolved;1,0;1,0;2005,0;Vintage Cars;127,0;S18_2325;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;;Young;Julie;Medium;2700,0;1
10390;31,0;98,99;16,0;3068,69;2005-03-04;Shipped;1,0;3,0;2005,0;Vintage Cars;127,0;S18_2325;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3068,69;3
10409;6,0;100,0;2,0;785,64;2005-04-23;Shipped;2,0;4,0;2005,0;Vintage Cars;127,0;S18_2325;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small;600,0;4
10103;22,0;54,09;2,0;1189,98;2003-01-29;Shipped;1,0;1,0;2003,0;Trucks and Buses;60,0;S18_2432;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Small;1189,98;1
10140;46,0;61,99;2,0;2851,54;2003-07-24;Shipped;3,0;7,0;2003,0;Trucks and Buses;60,0;S18_2432;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Small;2851,54;7
10207;37,0;69,89;13,0;2585,93;2003-12-09;Shipped;4,0;12,0;2003,0;Trucks and Buses;60,0;S18_2432;Diecast Collectables;6175552555;6251 Ingle Ln.;;Boston;MA;51003;USA;;Franco;Valarie;Small;2585,93;12
10217;35,0;61,38;2,0;2148,3;2004-02-04;Shipped;1,0;2,0;2004,0;Trucks and Buses;60,0;S18_2432;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small;2148,3;2
10229;28,0;59,55;7,0;1667,4;2004-03-11;Shipped;1,0;3,0;2004,0;Trucks and Buses;60,0;S18_2432;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;1667,3999999999999;3
10259;30,0;49,22;10,0;1476,6;2004-06-15;Shipped;2,0;6,0;2004,0;Trucks and Buses;60,0;S18_2432;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Small;1476,6;6
10271;25,0;69,28;11,0;1732,0;2004-07-20;Shipped;3,0;7,0;2004,0;Trucks and Buses;60,0;S18_2432;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;1732,0;7
10281;29,0;57,73;7,0;1674,17;2004-08-19;Shipped;3,0;8,0;2004,0;Trucks and Buses;60,0;S18_2432;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;;Yu;Kyung;Small;1674,1699999999998;8
10291;26,0;57,73;2,0;1500,98;2004-09-08;Shipped;3,0;9,0;2004,0;Trucks and Buses;60,0;S18_2432;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Small;1500,98;9
10305;41,0;53,48;11,0;2192,68;2004-10-13;Shipped;4,0;10,0;2004,0;Trucks and Buses;60,0;S18_2432;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;;Hernandez;Marta;Small;2192,68;10
10313;34,0;52,87;5,0;1797,58;2004-10-22;Shipped;4,0;10,0;2004,0;Trucks and Buses;60,0;S18_2432;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;;Tannamuri;Yoshi;Small;1797,58;10
10322;35,0;61,21;11,0;2142,35;2004-11-04;Shipped;4,0;11,0;2004,0;Trucks and Buses;60,0;S18_2432;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;;Young;Valarie;Small;2142,35;11
10357;41,0;61,99;7,0;2541,59;2004-12-10;Shipped;4,0;12,0;2004,0;Trucks and Buses;60,0;S18_2432;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2541,59;12
10381;35,0;48,62;7,0;1701,7;2005-02-17;Shipped;1,0;2,0;2005,0;Trucks and Buses;60,0;S18_2432;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;;Brown;Julie;Small;1701,6999999999998;2
10106;34,0;90,39;2,0;3073,26;2003-02-17;Shipped;1,0;2,0;2003,0;Planes;84,0;S18_2581;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Medium;3073,26;2
10145;30,0;85,32;14,0;2559,6;2003-08-25;Shipped;3,0;8,0;2003,0;Planes;84,0;S18_2581;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;;Young;Julie;Small;2559,6;8
10168;21,0;70,96;9,0;1490,16;2003-10-28;Shipped;4,0;10,0;2003,0;Planes;84,0;S18_2581;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Small;1490,1599999999999;10
10250;27,0;98,84;4,0;2668,68;2004-05-11;Shipped;2,0;5,0;2004,0;Planes;84,0;S18_2581;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;;Frick;Sue;Small;2668,6800000000003;5
10263;33,0;86,17;10,0;2843,61;2004-06-28;Shipped;2,0;6,0;2004,0;Planes;84,0;S18_2581;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;;King;Julie;Small;2843,61;6
10308;27,0;82,79;7,0;2235,33;2004-10-15;Shipped;4,0;10,0;2004,0;Planes;84,0;S18_2581;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;USA;;Frick;Steve;Small;2235,3300000000004;10
10318;31,0;100,0;9,0;3116,43;2004-11-02;Shipped;4,0;11,0;2004,0;Planes;84,0;S18_2581;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;;Yu;Kyung;Medium;3100,0;11
10327;45,0;100,0;8,0;4781,7;2004-11-10;Resolved;4,0;11,0;2004,0;Planes;84,0;S18_2581;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Medium;4500,0;11
10353;27,0;100,0;1,0;3515,67;2004-12-04;Shipped;4,0;12,0;2004,0;Planes;84,0;S18_2581;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;USA;;Lewis;Dan;Medium;2700,0;12
10398;34,0;76,88;15,0;2613,92;2005-03-30;Shipped;1,0;3,0;2005,0;Planes;84,0;S18_2581;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small;2613,92;3
10401;42,0;76,03;3,0;3193,26;2005-04-03;On Hold;2,0;4,0;2005,0;Planes;84,0;S18_2581;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;USA;;Brown;William;Medium;3193,26;4
10416;15,0;98,84;4,0;1482,6;2005-05-10;Shipped;2,0;5,0;2005,0;Planes;84,0;S18_2581;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small;1482,6000000000001;5
10107;29,0;70,87;6,0;2055,23;2003-02-24;Shipped;1,0;2,0;2003,0;Motorcycles;60,0;S18_2625;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;;Yu;Kwai;Small;2055,23;2
10134;30,0;61,78;6,0;1853,4;2003-07-01;Shipped;3,0;7,0;2003,0;Motorcycles;60,0;S18_2625;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;France;EMEA;Da Cunha;Daniel;Small;1853,4;7
10145;30,0;49,67;10,0;1490,1;2003-08-25;Shipped;3,0;8,0;2003,0;Motorcycles;60,0;S18_2625;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;;Young;Julie;Small;1490,1000000000001;8
10159;42,0;51,48;18,0;2162,16;2003-10-10;Shipped;4,0;10,0;2003,0;Motorcycles;60,0;S18_2625;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;;Brown;Julie;Small;2162,16;10
10168;46,0;61,18;5,0;2814,28;2003-10-28;Shipped;4,0;10,0;2003,0;Motorcycles;60,0;S18_2625;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Small;2814,28;10
10201;30,0;64,81;6,0;1944,3;2003-12-01;Shipped;4,0;12,0;2003,0;Motorcycles;60,0;S18_2625;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;;Murphy;Julie;Small;1944,3000000000002;12
10236;23,0;55,72;2,0;1281,56;2004-04-03;Shipped;2,0;4,0;2004,0;Motorcycles;60,0;S18_2625;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;USA;;Hernandez;Rosa;Small;1281,56;4
10251;29,0;61,18;6,0;1774,22;2004-05-18;Shipped;2,0;5,0;2004,0;Motorcycles;60,0;S18_2625;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;USA;;Brown;William;Small;1774,22;5
10263;34,0;58,75;6,0;1997,5;2004-06-28;Shipped;2,0;6,0;2004,0;Motorcycles;60,0;S18_2625;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;;King;Julie;Small;1997,5;6
10285;20,0;49,06;10,0;981,2;2004-08-27;Shipped;3,0;8,0;2004,0;Motorcycles;60,0;S18_2625;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;USA;;Hernandez;Marta;Small;981,2;8
10308;34,0;52,09;3,0;1771,06;2004-10-15;Shipped;4,0;10,0;2004,0;Motorcycles;60,0;S18_2625;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;USA;;Frick;Steve;Small;1771,0600000000002;10
10318;42,0;52,7;5,0;2213,4;2004-11-02;Shipped;4,0;11,0;2004,0;Motorcycles;60,0;S18_2625;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;USA;;Yu;Kyung;Small;2213,4;11
10329;38,0;100,0;12,0;5266,04;2004-11-15;Shipped;4,0;11,0;2004,0;Motorcycles;60,0;S18_2625;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;USA;;Yu;Kwai;Medium;3800,0;11
10362;23,0;49,67;3,0;1142,41;2005-01-05;Shipped;1,0;1,0;2005,0;Motorcycles;60,0;S18_2625;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;USA;;Hirano;Juri;Small;1142,41;1
10389;39,0;100,0;5,0;6981,0;2005-03-03;Shipped;1,0;3,0;2005,0;Motorcycles;60,0;S18_2625;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Medium;3900,0;3
10149;23,0;100,0;5,0;4230,62;2003-09-12;Shipped;3,0;9,0;2003,0;Vintage Cars;168,0;S18_2795;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;USA;;Taylor;Sue;Medium;2300,0;9
10162;48,0;100,0;3,0;7209,12;2003-10-18;Shipped;4,0;10,0;2003,0;Vintage Cars;168,0;S18_2795;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;;Brown;Julie;Large;4800,0;10
10173;22,0;100,0;7,0;3452,68;2003-11-05;Shipped;4,0;11,0;2003,0;Vintage Cars;168,0;S18_2795;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Medium;2200,0;11
10182;21,0;100,0;4,0;3047,73;2003-11-12;Shipped;4,0;11,0;2003,0;Vintage Cars;168,0;S18_2795;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;2100,0;11
10280;22,0;100,0;10,0;4455,0;2004-08-17;Shipped;3,0;8,0;2004,0;Vintage Cars;168,0;S18_2795;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Medium;2200,0;8
10312;25,0;100,0;11,0;3881,25;2004-10-21;Shipped;4,0;10,0;2004,0;Vintage Cars;168,0;S18_2795;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;2500,0;10
10322;36,0;100,0;2,0;5797,44;2004-11-04;Shipped;4,0;11,0;2004,0;Vintage Cars;168,0;S18_2795;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;;Young;Valarie;Medium;3600,0;11
10356;30,0;100,0;1,0;4462,2;2004-12-09;Shipped;4,0;12,0;2004,0;Vintage Cars;168,0;S18_2795;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;France;EMEA;Da Cunha;Daniel;Medium;3000,0;12
10367;32,0;94,79;7,0;3033,28;2005-01-12;Resolved;1,0;1,0;2005,0;Vintage Cars;168,0;S18_2795;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;USA;;Young;Julie;Medium;3033,28;1
10390;26,0;78,11;7,0;2030,86;2005-03-04;Shipped;1,0;3,0;2005,0;Vintage Cars;168,0;S18_2795;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;2030,86;3
10421;35,0;100,0;1,0;5433,75;2005-05-29;In Process;2,0;5,0;2005,0;Vintage Cars;168,0;S18_2795;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3500,0;5
10109;26,0;100,0;1,0;3157,44;2003-03-10;Shipped;1,0;3,0;2003,0;Classic Cars;132,0;S18_2870;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;USA;;Hernandez;Rosa;Medium;2600,0;3
10137;37,0;100,0;3,0;4346,76;2003-07-10;Shipped;3,0;7,0;2003,0;Classic Cars;132,0;S18_2870;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Medium;3700,0;7
10161;23,0;100,0;9,0;3187,8;2003-10-17;Shipped;4,0;10,0;2003,0;Classic Cars;132,0;S18_2870;Heintze Collectables;86 21 3555;Smagsloget 45;;Aaarhus;;8200;Denmark;EMEA;Ibsen;Palle;Medium;2300,0;10
10172;39,0;100,0;7,0;6023,16;2003-11-05;Shipped;4,0;11,0;2003,0;Classic Cars;132,0;S18_2870;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;USA;;King;Julie;Medium;3900,0;11
10192;38,0;100,0;8,0;4965,84;2003-11-20;Shipped;4,0;11,0;2003,0;Classic Cars;132,0;S18_2870;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;;Young;Valarie;Medium;3800,0;11
10204;27,0;100,0;14,0;4169,88;2003-12-02;Shipped;4,0;12,0;2003,0;Classic Cars;132,0;S18_2870;Muscle Machine Inc;2125557413;4092 Furth Circle;Suite 400;NYC;NY;10022;USA;;Young;Jeff;Medium;2700,0;12
10226;24,0;100,0;5,0;3231,36;2004-02-26;Shipped;1,0;2,0;2004,0;Classic Cars;132,0;S18_2870;Collectable Mini Designs Co.;7605558146;361 Furth Circle;;San Diego;CA;91217;USA;;Thompson;Valarie;Medium;2400,0;2
10266;20,0;100,0;3,0;2824,8;2004-07-06;Shipped;3,0;7,0;2004,0;Classic Cars;132,0;S18_2870;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Small;2000,0;7
10278;39,0;100,0;3,0;4324,32;2004-08-06;Shipped;3,0;8,0;2004,0;Classic Cars;132,0;S18_2870;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;USA;;King;Sue;Medium;3900,0;8
10321;27,0;100,0;7,0;2851,2;2004-11-04;Shipped;4,0;11,0;2004,0;Classic Cars;132,0;S18_2870;FunGiftIdeas.com;5085552555;1785 First Street;;New Bedford;MA;50553;USA;;Benitez;Violeta;Small;2700,0;11
10331;26,0;64,9;10,0;1687,4;2004-11-17;Shipped;4,0;11,0;2004,0;Classic Cars;132,0;S18_2870;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;USA;;Hernandez;Rosa;Small;1687,4;11
10343;25,0;52,32;3,0;1308,0;2004-11-24;Shipped;4,0;11,0;2004,0;Classic Cars;132,0;S18_2870;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;France;EMEA;Henriot;Paul;Small;1308,0;11
10407;41,0;100,0;12,0;6386,16;2005-04-22;On Hold;2,0;4,0;2005,0;Classic Cars;132,0;S18_2870;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;;Frick;Sue;Medium;4100,0;4
10419;55,0;100,0;2,0;7695,6;2005-05-17;Shipped;2,0;5,0;2005,0;Classic Cars;132,0;S18_2870;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Large;5500,0;5
10103;27,0;83,07;12,0;2242,89;2003-01-29;Shipped;1,0;1,0;2003,0;Vintage Cars;101,0;S18_2949;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Small;2242,89;1
10163;31,0;100,0;2,0;3329,09;2003-10-20;Shipped;4,0;10,0;2003,0;Vintage Cars;101,0;S18_2949;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;USA;;Hernandez;Maria;Medium;3100,0;10
10206;37,0;90,17;7,0;3336,29;2003-12-05;Shipped;4,0;12,0;2003,0;Vintage Cars;101,0;S18_2949;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;;Tannamuri;Yoshi;Medium;3336,29;12
10215;49,0;100,0;4,0;5510,05;2004-01-29;Shipped;1,0;1,0;2004,0;Vintage Cars;101,0;S18_2949;West Coast Collectables Co.;3105553722;3675 Furth Circle;;Burbank;CA;94019;USA;;Thompson;Steve;Medium;4900,0;1
10228;24,0;100,0;3,0;2504,4;2004-03-10;Shipped;1,0;3,0;2004,0;Vintage Cars;101,0;S18_2949;Cambridge Collectables Co.;6175555555;4658 Baden Av.;;Cambridge;MA;51247;USA;;Tseng;Kyung;Small;2400,0;3
10257;50,0;88,14;1,0;4407,0;2004-06-14;Shipped;2,0;6,0;2004,0;Vintage Cars;101,0;S18_2949;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;;Frick;Sue;Medium;4407,0;6
10280;46,0;100,0;3,0;5126,24;2004-08-17;Shipped;3,0;8,0;2004,0;Vintage Cars;101,0;S18_2949;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Medium;4600,0;8
10291;47,0;100,0;12,0;5713,79;2004-09-08;Shipped;3,0;9,0;2004,0;Vintage Cars;101,0;S18_2949;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Medium;4700,0;9
10312;37,0;100,0;4,0;3711,1;2004-10-21;Shipped;4,0;10,0;2004,0;Vintage Cars;101,0;S18_2949;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3700,0;10
10322;33,0;100,0;12,0;3524,73;2004-11-04;Shipped;4,0;11,0;2004,0;Vintage Cars;101,0;S18_2949;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;;Young;Valarie;Medium;3300,0;11
10333;31,0;90,17;5,0;2795,27;2004-11-18;Shipped;4,0;11,0;2004,0;Vintage Cars;101,0;S18_2949;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;;Murphy;Julie;Small;2795,27;11
10357;41,0;87,13;6,0;3572,33;2004-12-10;Shipped;4,0;12,0;2004,0;Vintage Cars;101,0;S18_2949;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3572,33;12
10369;42,0;100,0;1,0;4581,36;2005-01-20;Shipped;1,0;1,0;2005,0;Vintage Cars;101,0;S18_2949;Collectables For Less Inc.;6175558555;7825 Douglas Av.;;Brickhaven;MA;58339;USA;;Nelson;Allen;Medium;4200,0;1
10381;41,0;100,0;8,0;4319,76;2005-02-17;Shipped;1,0;2,0;2005,0;Vintage Cars;101,0;S18_2949;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;;Brown;Julie;Medium;4100,0;2
10423;10,0;88,14;1,0;881,4;2005-05-30;In Process;2,0;5,0;2005,0;Vintage Cars;101,0;S18_2949;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Small;881,4;5
10103;35,0;57,46;14,0;2011,1;2003-01-29;Shipped;1,0;1,0;2003,0;Vintage Cars;62,0;S18_2957;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Small;2011,1000000000001;1
10111;28,0;64,33;2,0;1801,24;2003-03-25;Shipped;1,0;3,0;2003,0;Vintage Cars;62,0;S18_2957;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;USA;;Murphy;Julie;Small;1801,24;3
10163;48,0;69,96;4,0;3358,08;2003-10-20;Shipped;4,0;10,0;2003,0;Vintage Cars;62,0;S18_2957;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;USA;;Hernandez;Maria;Medium;3358,08;10
10173;28,0;53,72;2,0;1504,16;2003-11-05;Shipped;4,0;11,0;2003,0;Vintage Cars;62,0;S18_2957;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Small;1504,1599999999999;11
10206;28,0;67,46;9,0;1888,88;2003-12-05;Shipped;4,0;12,0;2003,0;Vintage Cars;62,0;S18_2957;Canadian Gift Exchange Network;(604) 555-3392;1900 Oak St.;;Vancouver;BC;V3F 2K1;Canada;;Tannamuri;Yoshi;Small;1888,8799999999999;12
10215;31,0;58,71;6,0;1820,01;2004-01-29;Shipped;1,0;1,0;2004,0;Vintage Cars;62,0;S18_2957;West Coast Collectables Co.;3105553722;3675 Furth Circle;;Burbank;CA;94019;USA;;Thompson;Steve;Small;1820,01;1
10228;45,0;63,71;5,0;2866,95;2004-03-10;Shipped;1,0;3,0;2004,0;Vintage Cars;62,0;S18_2957;Cambridge Collectables Co.;6175555555;4658 Baden Av.;;Cambridge;MA;51247;USA;;Tseng;Kyung;Small;2866,95;3
10257;49,0;53,72;3,0;2632,28;2004-06-14;Shipped;2,0;6,0;2004,0;Vintage Cars;62,0;S18_2957;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;USA;;Frick;Sue;Small;2632,2799999999997;6
10269;32,0;63,08;1,0;2018,56;2004-07-16;Shipped;3,0;7,0;2004,0;Vintage Cars;62,0;S18_2957;Salzburg Collectables;6562-9555;Geislweg 14;;Salzburg;;5020;Austria;EMEA;Pipps;Georg;Small;2018,56;7
10280;43,0;68,71;5,0;2954,53;2004-08-17;Shipped;3,0;8,0;2004,0;Vintage Cars;62,0;S18_2957;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Small;2954,5299999999997;8
10291;37,0;50,59;14,0;1871,83;2004-09-08;Shipped;3,0;9,0;2004,0;Vintage Cars;62,0;S18_2957;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Small;1871,8300000000002;9
10312;35,0;53,72;6,0;1880,2;2004-10-21;Shipped;4,0;10,0;2004,0;Vintage Cars;62,0;S18_2957;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Small;1880,2;10
10322;41,0;29,87;13,0;1224,67;2004-11-04;Shipped;4,0;11,0;2004,0;Vintage Cars;62,0;S18_2957;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;USA;;Young;Valarie;Small;1224,67;11
10357;49,0;70,58;5,0;3458,42;2004-12-10;Shipped;4,0;12,0;2004,0;Vintage Cars;62,0;S18_2957;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;USA;;Nelson;Valarie;Medium;3458,42;12
10369;28,0;44,21;6,0;1237,88;2005-01-20;Shipped;1,0;1,0;2005,0;Vintage Cars;62,0;S18_2957;Collectables For Less Inc.;6175558555;7825 Douglas Av.;;Brickhaven;MA;58339;USA;;Nelson;Allen;Small;1237,88;1
10381;40,0;68,08;4,0;2723,2;2005-02-17;Shipped;1,0;2,0;2005,0;Vintage Cars;62,0;S18_2957;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;USA;;Brown;Julie;Small;2723,2;2
